SI,DateAndTime,SolarPower,DayGenneration,TotalGenneration,CUF,,
451,18-12-2023 15:40,27.21,249.7,4464.3,13.01,,
452,18-12-2023 15:45,21.01,251.8,4466.4,13.11,,
453,18-12-2023 15:50,23.95,253.7,4468.3,13.21,,
454,18-12-2023 15:55,23.18,255.7,4470.3,13.32,,
455,18-12-2023 16:00,21.04,257.3,4471.9,13.4,,
456,18-12-2023 16:05,19.38,259,4473.6,13.49,,
457,18-12-2023 16:10,18.42,260.6,4475.2,13.57,,
458,18-12-2023 16:15,16.94,262.1,4476.7,13.65,,
459,18-12-2023 16:20,15.21,263.4,4478,13.72,,
460,18-12-2023 16:25,12.45,264.6,4479.2,13.78,,
461,18-12-2023 16:30,12.53,265.7,4480.3,13.84,,
462,18-12-2023 16:35,11.76,266.8,4481.4,13.9,,
463,18-12-2023 16:40,10.51,267.7,4482.3,13.94,,
464,18-12-2023 16:45,9.76,268.6,4483.2,13.99,,
465,18-12-2023 16:50,8.38,269.2,4483.8,14.02,,
466,18-12-2023 16:55,7.23,269.9,4484.5,14.06,,
467,18-12-2023 17:00,6.11,270.4,4485,14.08,,
468,18-12-2023 17:05,3.48,270.8,4485.4,14.1,,
469,18-12-2023 17:10,2.32,271.1,4485.7,14.12,,
470,18-12-2023 17:15,2.24,271.3,4485.9,14.13,,
471,18-12-2023 17:20,2.81,271.4,4486,14.14,,
472,18-12-2023 17:25,2.79,271.7,4486.3,14.15,,
473,18-12-2023 17:30,2.55,271.9,4486.5,14.16,,
474,18-12-2023 17:35,2.69,272.2,4486.8,14.18,,
475,18-12-2023 17:40,1.77,272.3,4486.9,14.18,,
476,18-12-2023 17:45,1.07,272.5,4487.1,14.19,,
477,18-12-2023 17:50,0.66,272.5,4487.1,14.19,,
478,18-12-2023 17:55,0.31,272.6,4487.2,14.2,,
479,18-12-2023 18:00,0.02,272.6,4487.2,14.2,,
480,18-12-2023 18:05,0.02,272.6,4487.2,14.2,,
481,18-12-2023 18:10,0.02,272.6,4487.2,14.2,,
482,18-12-2023 18:15,0.02,272.6,4487.2,14.2,,
483,18-12-2023 18:20,0.02,272.6,4487.2,14.2,,
484,18-12-2023 18:25,0,272.6,4487.2,14.2,,
485,18-12-2023 18:30,0,272.6,4487.2,14.2,,
486,18-12-2023 18:35,0,272.6,4487.2,14.2,,
487,18-12-2023 18:40,0,272.6,4487.2,14.2,,
488,18-12-2023 18:45,0,272.6,4487.2,14.2,,
489,18-12-2023 18:50,0,272.6,4487.2,14.2,,
490,18-12-2023 18:55,0,272.6,4487.2,14.2,,
491,19-12-2023 06:00,0,0,4487.2,0,,
492,19-12-2023 06:05,0,0,4487.2,0,,
493,19-12-2023 06:10,0,0,4487.2,0,,
494,19-12-2023 06:15,0,0,4487.2,0,,
495,19-12-2023 06:20,0,0,4487.2,0,,
496,19-12-2023 06:25,0,0,4487.2,0,,
497,19-12-2023 06:30,0,0,4487.2,0,,
498,19-12-2023 06:45,0,0,4487.2,0,,
499,19-12-2023 06:50,0,0,4487.2,0,,
500,19-12-2023 06:55,0,0,4487.2,0,,
501,19-12-2023 07:00,0,0,4487.2,0,,
502,19-12-2023 07:05,0.23,0,4487.2,0,,
503,19-12-2023 07:10,0.48,0,4487.2,0,,
504,19-12-2023 07:15,0.9,0,4487.2,0,,
505,19-12-2023 07:20,1.45,0.1,4487.3,0.01,,
506,19-12-2023 07:25,1.85,0.2,4487.4,0.01,,
507,19-12-2023 07:30,2.43,0.4,4487.6,0.02,,
508,19-12-2023 07:35,2.61,0.5,4487.7,0.03,,
509,19-12-2023 07:40,2.62,0.9,4488.1,0.05,,
510,19-12-2023 07:45,3,1.1,4488.3,0.06,,
511,19-12-2023 07:50,5.04,1.4,4488.6,0.07,,
512,19-12-2023 07:55,5.73,2,4489.2,0.1,,
513,19-12-2023 08:00,4.21,2.3,4489.5,0.12,,
514,19-12-2023 08:05,4.86,2.7,4489.9,0.14,,
515,19-12-2023 08:10,6.44,3.1,4490.3,0.16,,
516,19-12-2023 08:15,8.79,3.7,4490.9,0.19,,
517,19-12-2023 08:20,9.68,4.6,4491.8,0.24,,
518,19-12-2023 08:25,10.35,5.4,4492.6,0.28,,
519,19-12-2023 08:30,11.44,6.4,4493.6,0.33,,
520,19-12-2023 08:35,15.55,7.5,4494.7,0.39,,
521,19-12-2023 08:40,16.89,8.9,4496.1,0.46,,
522,19-12-2023 08:45,17.06,10.2,4497.4,0.53,,
523,19-12-2023 08:50,17.47,11.7,4498.9,0.61,,
524,19-12-2023 08:55,15.12,13.1,4500.3,0.68,,
525,19-12-2023 09:00,14.31,14.4,4501.6,0.75,,
526,19-12-2023 09:05,15.27,15.5,4502.7,0.81,,
527,19-12-2023 09:10,17.4,16.9,4504.1,0.88,,
528,19-12-2023 09:15,19.05,18.4,4505.6,0.96,,
529,19-12-2023 09:20,18.09,20,4507.2,1.04,,
530,19-12-2023 09:25,18.14,21.5,4508.7,1.12,,
531,19-12-2023 09:30,18.45,23,4510.2,1.2,,
532,19-12-2023 09:35,19.01,24.7,4511.9,1.29,,
533,19-12-2023 09:40,18.72,26.3,4513.5,1.37,,
534,19-12-2023 09:45,18.6,27.8,4515,1.45,,
535,19-12-2023 09:50,17.97,29.4,4516.6,1.53,,
536,19-12-2023 09:55,17.35,30.7,4517.9,1.6,,
537,19-12-2023 10:00,16.77,32.2,4519.4,1.68,,
538,19-12-2023 10:05,16.24,33.6,4520.8,1.75,,
539,19-12-2023 10:10,17.54,35,4522.2,1.82,,
540,19-12-2023 10:15,17.84,36.5,4523.7,1.9,,
541,19-12-2023 10:20,18.57,38.1,4525.3,1.98,,
542,19-12-2023 10:25,23.3,39.9,4527.1,2.08,,
543,19-12-2023 10:30,20.59,41.7,4528.9,2.17,,
544,19-12-2023 10:35,21.93,43.4,4530.6,2.26,,
545,19-12-2023 10:40,21.27,45.3,4532.5,2.36,,
546,19-12-2023 10:45,52.65,47.9,4535.1,2.49,,
547,19-12-2023 10:50,43.88,51.1,4538.3,2.66,,
548,19-12-2023 10:55,35.7,54.1,4541.3,2.82,,
549,19-12-2023 11:00,52.1,57.6,4544.8,3,,
550,19-12-2023 11:05,37.55,61.5,4548.7,3.2,,
551,19-12-2023 11:10,40.91,64.9,4552.1,3.38,,
552,19-12-2023 11:15,39.44,68.2,4555.4,3.55,,
553,19-12-2023 11:20,40.36,72.1,4559.3,3.76,,
554,19-12-2023 11:25,56.01,76.2,4563.4,3.97,,
555,19-12-2023 11:30,22.3,79.7,4566.9,4.15,,
556,19-12-2023 11:35,50.1,82.2,4569.4,4.28,,
557,19-12-2023 11:40,29.04,85.4,4572.6,4.45,,
558,19-12-2023 11:45,34.78,88.8,4576,4.63,,
559,19-12-2023 11:50,49.39,92.5,4579.7,4.82,,
560,19-12-2023 11:55,46.44,96.8,4584,5.04,,
561,19-12-2023 12:00,51.94,100.8,4588,5.25,,
562,19-12-2023 12:05,53.65,105.2,4592.4,5.48,,
563,19-12-2023 12:10,46,109.6,4596.8,5.71,,
564,19-12-2023 12:15,40.83,113.8,4601,5.93,,
565,19-12-2023 12:20,40.92,117.4,4604.6,6.11,,
566,19-12-2023 12:25,50.3,121.1,4608.3,6.31,,
567,19-12-2023 12:30,36.36,124.8,4612,6.5,,
568,19-12-2023 12:35,46.58,128.6,4615.8,6.7,,
569,19-12-2023 12:40,32.05,132,4619.2,6.88,,
570,19-12-2023 12:45,25,134.5,4621.7,7.01,,
571,19-12-2023 12:50,21.25,136.6,4623.8,7.11,,
572,19-12-2023 12:55,26.15,138.6,4625.8,7.22,,
573,19-12-2023 13:00,22.88,140.9,4628.1,7.34,,
574,19-12-2023 13:05,63.44,143.2,4630.4,7.46,,
575,19-12-2023 13:10,23.35,147.1,4634.3,7.66,,
576,19-12-2023 13:15,59.16,149.9,4637.1,7.81,,
577,19-12-2023 13:20,45.82,154.5,4641.7,8.05,,
578,19-12-2023 13:25,20.2,156.8,4644,8.17,,
579,19-12-2023 13:30,30.4,158.7,4645.9,8.27,,
580,19-12-2023 13:35,55.57,161.8,4649,8.43,,
581,19-12-2023 13:40,40.3,166.5,4653.7,8.67,,
582,19-12-2023 13:45,56.65,170.4,4657.6,8.88,,
583,19-12-2023 13:50,57.58,175,4662.2,9.11,,
584,19-12-2023 13:55,52,179.6,4666.8,9.35,,
585,19-12-2023 14:00,42.04,183.7,4670.9,9.57,,
586,19-12-2023 14:05,47.47,187.3,4674.5,9.76,,
587,19-12-2023 14:10,44.65,191.2,4678.4,9.96,,
588,19-12-2023 14:15,45.63,195.2,4682.4,10.17,,
589,19-12-2023 14:20,42.19,198.5,4685.7,10.34,,
590,19-12-2023 14:25,16.52,200.8,4688,10.46,,
591,19-12-2023 14:30,14.79,202.2,4689.4,10.53,,
592,19-12-2023 14:35,14.45,203.4,4690.6,10.59,,
593,19-12-2023 14:40,13.78,204.7,4691.9,10.66,,
594,19-12-2023 14:45,14.21,206,4693.2,10.73,,
595,19-12-2023 14:50,14.7,207.2,4694.4,10.79,,
596,19-12-2023 14:55,16.64,208.4,4695.6,10.85,,
597,19-12-2023 15:00,40.24,210.7,4697.9,10.97,,
598,19-12-2023 15:05,37.07,213.4,4700.6,11.11,,
599,19-12-2023 15:10,40.95,216.7,4703.9,11.29,,
600,19-12-2023 15:15,38.51,220,4707.2,11.46,,
601,19-12-2023 15:20,22.79,222.1,4709.3,11.57,,
602,19-12-2023 15:25,34.13,224.5,4711.7,11.69,,
603,19-12-2023 15:30,32.18,227.3,4714.5,11.84,,
604,19-12-2023 15:35,18.57,229.5,4716.7,11.95,,
605,19-12-2023 15:40,28.74,231.3,4718.5,12.05,,
606,19-12-2023 15:45,26.54,233.6,4720.8,12.17,,
607,19-12-2023 15:50,22.4,235.7,4722.9,12.28,,
608,19-12-2023 15:55,22.49,237.6,4724.8,12.38,,
609,19-12-2023 16:00,10.54,239.1,4726.3,12.45,,
610,19-12-2023 16:05,18.09,240.3,4727.5,12.52,,
611,19-12-2023 16:10,21.25,242,4729.2,12.6,,
612,19-12-2023 16:15,19.97,243.6,4730.8,12.69,,
613,19-12-2023 16:20,18.95,245.3,4732.5,12.78,,
614,19-12-2023 16:25,17.61,246.8,4734,12.85,,
615,19-12-2023 16:30,14.38,248.2,4735.4,12.93,,
616,19-12-2023 16:35,8.93,249.1,4736.3,12.97,,
617,19-12-2023 16:40,6.41,249.6,4736.8,13,,
618,19-12-2023 16:45,6.89,250.4,4737.6,13.04,,
619,19-12-2023 16:50,8.94,250.9,4738.1,13.07,,
620,19-12-2023 16:55,6.03,251.7,4738.9,13.11,,
621,19-12-2023 17:00,4.97,252.1,4739.3,13.13,,
622,19-12-2023 17:05,4.13,252.5,4739.7,13.15,,
623,19-12-2023 17:10,2.99,252.7,4739.9,13.16,,
624,19-12-2023 17:15,2.85,253,4740.2,13.18,,
625,19-12-2023 17:20,3.19,253.2,4740.4,13.19,,
626,19-12-2023 17:25,3.18,253.5,4740.7,13.2,,
627,19-12-2023 17:30,2.96,253.8,4741,13.22,,
628,19-12-2023 17:35,1.72,253.9,4741.1,13.22,,
629,19-12-2023 17:40,0.87,254.1,4741.3,13.23,,
630,19-12-2023 17:45,0.48,254.1,4741.3,13.23,,
631,19-12-2023 17:50,0.35,254.2,4741.4,13.24,,
632,19-12-2023 17:55,0.21,254.2,4741.4,13.24,,
633,19-12-2023 18:00,0.1,254.2,4741.4,13.24,,
634,19-12-2023 18:05,0.02,254.2,4741.4,13.24,,
635,19-12-2023 18:10,0.02,254.2,4741.4,13.24,,
636,19-12-2023 18:15,0.02,254.2,4741.4,13.24,,
637,19-12-2023 18:20,0.02,254.2,4741.4,13.24,,
638,19-12-2023 18:25,0,254.2,4741.4,13.24,,
639,19-12-2023 18:30,0,254.2,4741.4,13.24,,
640,19-12-2023 18:35,0,254.2,4741.4,13.24,,
641,19-12-2023 18:40,0,254.2,4741.4,13.24,,
642,19-12-2023 18:45,0,254.2,4741.4,13.24,,
643,19-12-2023 18:50,0,254.2,4741.4,13.24,,
644,19-12-2023 18:55,0,254.2,4741.4,13.24,,
645,20-12-2023 06:00,0,0,4741.4,0,,
646,20-12-2023 06:05,0,0,4741.4,0,,
647,20-12-2023 06:10,0,0,4741.4,0,,
648,20-12-2023 06:15,0,0,4741.4,0,,
649,20-12-2023 06:20,0,0,4741.4,0,,
650,20-12-2023 06:25,0,0,4741.4,0,,
651,20-12-2023 06:30,0,0,4741.4,0,,
652,20-12-2023 06:35,0,0,4741.4,0,,
653,20-12-2023 06:40,0,0,4741.4,0,,
654,20-12-2023 06:45,0,0,4741.4,0,,
655,20-12-2023 06:50,0,0,4741.4,0,,
656,20-12-2023 06:55,0.1,0,4741.4,0,,
657,20-12-2023 07:00,0.17,0,4741.4,0,,
658,20-12-2023 07:05,0.31,0,4741.4,0,,
659,20-12-2023 07:10,0.52,0,4741.4,0,,
660,20-12-2023 07:15,0.99,0,4741.4,0,,
661,20-12-2023 07:20,1.17,0.1,4741.5,0.01,,
662,20-12-2023 07:25,1.64,0.2,4741.6,0.01,,
663,20-12-2023 07:30,2.29,0.4,4741.8,0.02,,
664,20-12-2023 07:35,2.92,0.5,4741.9,0.03,,
665,20-12-2023 07:40,3.54,0.8,4742.2,0.04,,
666,20-12-2023 07:45,4.12,1.1,4742.5,0.06,,
667,20-12-2023 07:50,4.29,1.6,4743,0.08,,
668,20-12-2023 07:55,4.86,1.9,4743.3,0.1,,
669,20-12-2023 08:00,5.65,2.3,4743.7,0.12,,
670,20-12-2023 08:05,6.58,2.8,4744.2,0.15,,
671,20-12-2023 08:10,7.1,3.4,4744.8,0.18,,
672,20-12-2023 08:15,7.54,4,4745.4,0.21,,
673,20-12-2023 08:20,7.94,4.7,4746.1,0.24,,
674,20-12-2023 08:25,8.24,5,4746.4,0.26,,
675,20-12-2023 08:30,8.8,5.7,4747.1,0.3,,
676,20-12-2023 08:35,10.14,6.5,4747.9,0.34,,
677,20-12-2023 08:40,11.06,7.5,4748.9,0.39,,
678,20-12-2023 08:45,23.16,8.4,4749.8,0.44,,
679,20-12-2023 08:50,10.1,9.5,4750.9,0.49,,
680,20-12-2023 08:55,9.81,10.5,4751.9,0.55,,
681,20-12-2023 09:00,8.68,11.4,4752.8,0.59,,
682,20-12-2023 09:05,13.77,12.1,4753.5,0.63,,
683,20-12-2023 09:10,9.84,12.9,4754.3,0.67,,
684,20-12-2023 09:15,9.92,14,4755.4,0.73,,
685,20-12-2023 09:20,19.75,15.5,4756.9,0.81,,
686,20-12-2023 09:25,12.04,16.8,4758.2,0.88,,
687,20-12-2023 09:30,16.28,17.9,4759.3,0.93,,
688,20-12-2023 09:35,20.08,19.5,4760.9,1.02,,
689,20-12-2023 09:40,18.55,21.2,4762.6,1.1,,
690,20-12-2023 09:45,25.7,23,4764.4,1.2,,
691,20-12-2023 09:50,27.28,25.4,4766.8,1.32,,
692,20-12-2023 09:55,33.48,28,4769.4,1.46,,
693,20-12-2023 10:00,40.1,31.2,4772.6,1.63,,
694,20-12-2023 10:05,38.31,34.6,4776,1.8,,
695,20-12-2023 10:10,38.21,37.6,4779,1.96,,
696,20-12-2023 10:15,39.16,40.9,4782.3,2.13,,
697,20-12-2023 10:20,41.94,44.3,4785.7,2.31,,
698,20-12-2023 10:25,26.11,47.4,4788.8,2.47,,
699,20-12-2023 10:30,30.46,49.7,4791.1,2.59,,
700,20-12-2023 10:35,46.14,53,4794.4,2.76,,
701,20-12-2023 10:40,48.69,56.8,4798.2,2.96,,
702,20-12-2023 10:45,22.68,59.5,4800.9,3.1,,
703,20-12-2023 10:50,19.88,61.1,4802.5,3.18,,
704,20-12-2023 10:55,24.96,63,4804.4,3.28,,
705,20-12-2023 11:00,22,65.3,4806.7,3.4,,
706,20-12-2023 11:05,29.9,67.4,4808.8,3.51,,
707,20-12-2023 11:10,40.34,70.2,4811.6,3.66,,
708,20-12-2023 11:15,40.38,73.5,4814.9,3.83,,
709,20-12-2023 11:20,35.65,76.9,4818.3,4.01,,
710,20-12-2023 11:25,41.25,80,4821.4,4.17,,
711,20-12-2023 11:30,42.22,83.5,4824.9,4.35,,
712,20-12-2023 11:35,44.23,87.1,4828.5,4.54,,
713,20-12-2023 11:40,40.37,90.7,4832.1,4.72,,
714,20-12-2023 11:45,54.69,94.6,4836,4.93,,
715,20-12-2023 11:50,61.72,100.1,4841.5,5.21,,
716,20-12-2023 11:55,54.04,104.6,4846,5.45,,
717,20-12-2023 12:00,58.52,109.3,4850.7,5.69,,
718,20-12-2023 12:05,58.02,113.8,4855.2,5.93,,
719,20-12-2023 12:10,61,118.8,4860.2,6.19,,
720,20-12-2023 12:15,54.93,123.8,4865.2,6.45,,
721,20-12-2023 12:20,56.22,127.8,4869.2,6.66,,
722,20-12-2023 12:25,42.55,132.1,4873.5,6.88,,
723,20-12-2023 12:30,34.94,135.6,4877,7.06,,
724,20-12-2023 12:35,41.56,139,4880.4,7.24,,
725,20-12-2023 12:40,44.53,143,4884.4,7.45,,
726,20-12-2023 12:45,41.09,146.5,4887.9,7.63,,
727,20-12-2023 12:50,37.56,149.7,4891.1,7.8,,
728,20-12-2023 12:55,42.83,153.2,4894.6,7.98,,
729,20-12-2023 13:00,30.12,156.1,4897.5,8.13,,
730,20-12-2023 13:05,42.37,159.1,4900.5,8.29,,
731,20-12-2023 13:10,26.41,162,4903.4,8.44,,
732,20-12-2023 13:15,33.56,164.4,4905.8,8.56,,
733,20-12-2023 13:20,32.12,167.4,4908.8,8.72,,
734,20-12-2023 13:25,28.72,170,4911.4,8.85,,
735,20-12-2023 13:30,40.44,172.7,4914.1,8.99,,
736,20-12-2023 13:35,46.42,175.5,4916.9,9.14,,
737,20-12-2023 13:40,39.47,179.3,4920.7,9.34,,
738,20-12-2023 13:45,39.65,182.3,4923.7,9.49,,
739,20-12-2023 13:50,25.24,184.8,4926.2,9.63,,
740,20-12-2023 13:55,30.18,187.2,4928.6,9.75,,
741,20-12-2023 14:00,41.83,189.7,4931.1,9.88,,
742,20-12-2023 14:05,37.26,193.2,4934.6,10.06,,
743,20-12-2023 14:10,32.23,196.5,4937.9,10.23,,
744,20-12-2023 14:15,31.59,199,4940.4,10.36,,
745,20-12-2023 14:20,51.96,202.3,4943.7,10.54,,
746,20-12-2023 14:25,32.6,206.3,4947.7,10.74,,
747,20-12-2023 14:30,34.87,209.1,4950.5,10.89,,
748,20-12-2023 14:35,43.79,212.3,4953.7,11.06,,
749,20-12-2023 14:40,19.12,214.7,4956.1,11.18,,
750,20-12-2023 14:45,14.86,216.1,4957.5,11.26,,
751,20-12-2023 14:50,18.48,217.5,4958.9,11.33,,
752,20-12-2023 14:55,34.22,219.6,4961,11.44,,
753,20-12-2023 15:00,21.61,222.2,4963.6,11.57,,
754,20-12-2023 15:05,27.63,224.5,4965.9,11.69,,
755,20-12-2023 15:10,33.24,227.8,4969.2,11.86,,
756,20-12-2023 15:15,15.57,229.6,4971,11.96,,
757,20-12-2023 15:20,19.73,230.9,4972.3,12.03,,
758,20-12-2023 15:25,18.07,233.1,4974.5,12.14,,
759,20-12-2023 15:30,26.03,234.5,4975.9,12.21,,
760,20-12-2023 15:35,34.05,237.5,4978.9,12.37,,
761,20-12-2023 15:40,29.98,240,4981.4,12.5,,
762,20-12-2023 15:45,27.15,242.5,4983.9,12.63,,
763,20-12-2023 15:50,25.46,244.6,4986,12.74,,
764,20-12-2023 15:55,24.3,246.7,4988.1,12.85,,
765,20-12-2023 16:00,23.25,248.7,4990.1,12.95,,
766,20-12-2023 16:05,21.95,250.6,4992,13.05,,
767,20-12-2023 16:10,19.43,252.3,4993.7,13.14,,
768,20-12-2023 16:15,18.22,253.8,4995.2,13.22,,
769,20-12-2023 16:20,12.96,255.2,4996.6,13.29,,
770,20-12-2023 16:25,13.28,256.3,4997.7,13.35,,
771,20-12-2023 16:30,12.68,257.3,4998.7,13.4,,
772,20-12-2023 16:35,12.61,258.5,4999.9,13.46,,
773,20-12-2023 16:40,12.16,259.5,5000.9,13.52,,
774,20-12-2023 16:45,10.96,260.6,5002,13.57,,
775,20-12-2023 16:50,7.74,261.5,5002.9,13.62,,
776,20-12-2023 16:55,8.72,262,5003.4,13.65,,
777,20-12-2023 17:00,6.92,262.6,5004,13.68,,
778,20-12-2023 17:05,6.3,263.1,5004.5,13.7,,
779,20-12-2023 17:10,5.3,263.6,5005,13.73,,
780,20-12-2023 17:15,3.03,263.9,5005.3,13.74,,
781,20-12-2023 17:20,2.85,264.1,5005.5,13.76,,
782,20-12-2023 17:25,3.07,264.5,5005.9,13.78,,
783,20-12-2023 17:30,1.42,264.6,5006,13.78,,
784,20-12-2023 17:35,1.14,264.8,5006.2,13.79,,
785,20-12-2023 17:40,1.01,264.9,5006.3,13.8,,
786,20-12-2023 17:45,0.75,264.9,5006.3,13.8,,
787,20-12-2023 17:50,0.41,264.9,5006.3,13.8,,
788,20-12-2023 17:55,0.27,265,5006.4,13.8,,
789,20-12-2023 18:00,0.11,265,5006.4,13.8,,
790,20-12-2023 18:05,0.02,265,5006.4,13.8,,
791,20-12-2023 18:10,0.02,265,5006.4,13.8,,
792,20-12-2023 18:15,0.02,265,5006.4,13.8,,
793,20-12-2023 18:20,0.02,265,5006.4,13.8,,
794,20-12-2023 18:25,0,265,5006.4,13.8,,
795,20-12-2023 18:30,0,265,5006.4,13.8,,
796,20-12-2023 18:35,0,265,5006.4,13.8,,
797,20-12-2023 18:40,0,265,5006.4,13.8,,
798,20-12-2023 18:45,0,265,5006.4,13.8,,
799,20-12-2023 18:50,0,265,5006.4,13.8,,
800,20-12-2023 18:55,0,265,5006.4,13.8,,
801,21-12-2023 06:00,0,0,5006.4,0,,
802,21-12-2023 06:05,0,0,5006.4,0,,
803,21-12-2023 06:10,0,0,5006.4,0,,
804,21-12-2023 06:15,0,0,5006.4,0,,
805,21-12-2023 06:20,0,0,5006.4,0,,
806,21-12-2023 06:25,0,0,5006.4,0,,
807,21-12-2023 06:30,0,0,5006.4,0,,
808,21-12-2023 06:35,0,0,5006.4,0,,
809,21-12-2023 06:40,0,0,5006.4,0,,
810,21-12-2023 06:45,0,0,5006.4,0,,
811,21-12-2023 06:50,0,0,5006.4,0,,
812,21-12-2023 06:55,0,0,5006.4,0,,
813,21-12-2023 07:00,0.07,0,5006.4,0,,
814,21-12-2023 07:05,0.38,0,5006.4,0,,
815,21-12-2023 07:10,0.84,0,5006.4,0,,
816,21-12-2023 07:15,0.95,0.1,5006.5,0.01,,
817,21-12-2023 07:20,1.05,0.1,5006.5,0.01,,
818,21-12-2023 07:25,1.15,0.2,5006.6,0.01,,
819,21-12-2023 07:30,1.28,0.3,5006.7,0.02,,
820,21-12-2023 07:35,1.87,0.4,5006.8,0.02,,
821,21-12-2023 07:40,2.73,0.5,5006.9,0.03,,
822,21-12-2023 07:45,2.89,0.8,5007.2,0.04,,
823,21-12-2023 07:50,2.99,1,5007.4,0.05,,
824,21-12-2023 07:55,4.7,1.3,5007.7,0.07,,
825,21-12-2023 08:00,3.39,1.6,5008,0.08,,
826,21-12-2023 08:05,3.76,1.9,5008.3,0.1,,
827,21-12-2023 08:10,3.96,2.2,5008.6,0.11,,
828,21-12-2023 08:15,4.13,2.7,5009.1,0.14,,
829,21-12-2023 08:20,4.3,3,5009.4,0.16,,
830,21-12-2023 08:25,4.67,3.3,5009.7,0.17,,
831,21-12-2023 08:30,5.22,3.8,5010.2,0.2,,
832,21-12-2023 08:35,6.55,4.2,5010.6,0.22,,
833,21-12-2023 08:40,7.28,4.9,5011.3,0.26,,
834,21-12-2023 08:45,17.5,6,5012.4,0.31,,
835,21-12-2023 08:50,7.95,7.1,5013.5,0.37,,
836,21-12-2023 08:55,9.54,7.8,5014.2,0.41,,
837,21-12-2023 09:00,16.9,8.8,5015.2,0.46,,
838,21-12-2023 09:05,15.88,10.3,5016.7,0.54,,
839,21-12-2023 09:10,23.28,11.7,5018.1,0.61,,
840,21-12-2023 09:15,24.97,13.8,5020.2,0.72,,
841,21-12-2023 09:20,25.31,15.8,5022.2,0.82,,
842,21-12-2023 09:25,26.63,18,5024.4,0.94,,
843,21-12-2023 09:30,27.87,20.3,5026.7,1.06,,
844,21-12-2023 09:35,25.77,22.5,5028.9,1.17,,
845,21-12-2023 09:40,29.73,25,5031.4,1.3,,
846,21-12-2023 09:45,32.28,27.5,5033.9,1.43,,
847,21-12-2023 09:50,30.98,30.1,5036.5,1.57,,
848,21-12-2023 09:55,32.72,32.9,5039.3,1.71,,
849,21-12-2023 10:00,34.65,35.7,5042.1,1.86,,
850,21-12-2023 10:05,34.5,38.6,5045,2.01,,
851,21-12-2023 10:10,32.04,41.5,5047.9,2.16,,
852,21-12-2023 10:15,36.67,44.4,5050.8,2.31,,
853,21-12-2023 10:20,37.88,47.4,5053.8,2.47,,
854,21-12-2023 10:25,38.83,50.7,5057.1,2.64,,
855,21-12-2023 10:30,39.56,53.9,5060.3,2.81,,
856,21-12-2023 10:35,40.08,57.2,5063.6,2.98,,
857,21-12-2023 10:40,40.47,60.6,5067,3.16,,
858,21-12-2023 10:45,41.48,64,5070.4,3.33,,
859,21-12-2023 10:50,41.41,67.3,5073.7,3.51,,
860,21-12-2023 10:55,35.77,70.8,5077.2,3.69,,
861,21-12-2023 11:00,43.74,74.2,5080.6,3.86,,
862,21-12-2023 11:05,45.45,77.9,5084.3,4.06,,
863,21-12-2023 11:10,47.68,81.8,5088.2,4.26,,
864,21-12-2023 11:15,46.89,85.6,5092,4.46,,
865,21-12-2023 11:20,47.17,89.6,5096,4.67,,
866,21-12-2023 11:25,48.79,93.6,5100,4.87,,
867,21-12-2023 11:30,50.62,97.7,5104.1,5.09,,
868,21-12-2023 11:35,51.36,101.8,5108.2,5.3,,
869,21-12-2023 11:40,52.81,106.4,5112.8,5.54,,
870,21-12-2023 11:45,50.78,110.8,5117.2,5.77,,
871,21-12-2023 11:50,52.06,115.1,5121.5,5.99,,
872,21-12-2023 11:55,51.41,119.5,5125.9,6.22,,
873,21-12-2023 12:00,50.68,123.7,5130.1,6.44,,
874,21-12-2023 12:05,51.12,128,5134.4,6.67,,
875,21-12-2023 12:10,51.43,132.2,5138.6,6.89,,
876,21-12-2023 12:15,52.17,136.6,5143,7.11,,
877,21-12-2023 12:20,51.99,141.1,5147.5,7.35,,
878,21-12-2023 12:25,52.61,145.3,5151.7,7.57,,
879,21-12-2023 12:30,52.84,149.9,5156.3,7.81,,
880,21-12-2023 12:35,54.89,154.4,5160.8,8.04,,
881,21-12-2023 12:40,20.87,158,5164.4,8.23,,
882,21-12-2023 12:45,48.77,160.6,5167,8.36,,
883,21-12-2023 12:50,62.48,164.5,5170.9,8.57,,
884,21-12-2023 12:55,49.08,168.7,5175.1,8.79,,
885,21-12-2023 13:00,48.93,173.1,5179.5,9.02,,
886,21-12-2023 13:05,52.19,176.7,5183.1,9.2,,
887,21-12-2023 13:10,63.42,181.5,5187.9,9.45,,
888,21-12-2023 13:15,42.98,186.6,5193,9.72,,
889,21-12-2023 13:20,50.74,190.8,5197.2,9.94,,
890,21-12-2023 13:25,34.21,194.7,5201.1,10.14,,
891,21-12-2023 13:30,42.99,198.2,5204.6,10.32,,
892,21-12-2023 13:35,38.23,200.6,5207,10.45,,
893,21-12-2023 13:40,42.35,204.5,5210.9,10.65,,
894,21-12-2023 13:45,23.04,206.5,5212.9,10.76,,
895,21-12-2023 13:50,22.63,208.5,5214.9,10.86,,
896,21-12-2023 13:55,20.84,210.5,5216.9,10.96,,
897,21-12-2023 14:00,20.41,212.1,5218.5,11.05,,
898,21-12-2023 14:05,20.55,214,5220.4,11.15,,
899,21-12-2023 14:10,21.77,215.7,5222.1,11.23,,
900,21-12-2023 14:15,25.13,217.7,5224.1,11.34,,
901,21-12-2023 14:20,26.06,219.8,5226.2,11.45,,
